flightid,originairportid,destairportid,carrier,dayofmonth,dayofweek,departuredelay,arrivaldelay
807775,14908,13930,UA,30,7,16,9
807895,13930,14908,UA,30,7,-2,-24
808391,14908,13930,UA,29,6,-8,1
808431,13930,14908,UA,29,6,30,4
808472,14908,13930,UA,29,6,0,6
808581,14307,13930,UA,29,6,4,-14
808746,13930,14908,UA,28,5,7,-14
808767,14908,13930,UA,28,5,0,-13
808790,14908,13930,UA,28,5,0,-8
808919,13930,14908,UA,29,6,31,26
808939,13930,14908,UA,29,6,43,24
809032,14908,13930,UA,29,6,89,98
809277,13930,14908,UA,28,5,-2,-16
809740,14908,13930,UA,27,4,5,0
809842,13930,14908,UA,27,4,42,26
809999,13930,14908,UA,27,4,110,75
810020,14908,13930,UA,27,4,-3,-16
810066,14908,13930,UA,27,4,-1,-8
810708,14908,13930,UA,27,4,11,19
810755,13930,14307,UA,27,4,2,-1
810926,13930,14908,UA,27,4,19,3
810949,14307,13930,UA,27,4,116,128
811299,14908,13930,UA,26,3,6,3
811325,14908,13930,UA,26,3,26,10
811691,14908,13930,UA,25,2,19,9
811906,13930,14908,UA,25,2,-4,-5
812312,14908,13930,UA,30,7,-9,-9
812522,13930,14908,UA,30,7,-4,-35
812579,13930,14908,UA,30,7,1,-23
812986,13930,14307,UA,25,2,118,116
813064,13930,14908,UA,25,2,36,31
813762,14908,13930,UA,28,5,-5,-8
813994,14908,13930,UA,26,3,35,59
814037,13930,14307,UA,26,3,49,41
814200,13930,14908,UA,26,3,327,299
814221,14307,13930,UA,26,3,34,28
814259,13930,14908,UA,26,3,-2,-24
814462,13930,14908,UA,26,3,226,205
814729,13930,14908,UA,26,3,1,-13
814761,14908,13930,UA,26,3,55,45
814971,14908,13930,UA,24,1,-2,1
815016,13930,14307,UA,24,1,-2,-21
815183,13930,14908,UA,24,1,7,2
815205,14307,13930,UA,24,1,-7,-4
815246,13930,14908,UA,24,1,100,108
815456,13930,14908,UA,24,1,-4,21
815752,14908,13930,UA,24,1,13,33
815858,14908,13930,UA,22,6,-2,0
815894,13930,14908,UA,22,6,137,113
815934,14908,13930,UA,22,6,-2,1
816047,14307,13930,UA,22,6,48,21
816207,13930,14307,UA,22,6,45,63
816442,14307,13930,UA,25,2,190,194
816482,13930,14908,UA,25,2,72,73
816813,14908,13930,UA,24,1,24,36
816861,14908,13930,UA,24,1,9,-7
817189,14908,13930,UA,23,7,46,52
817450,13930,14908,UA,23,7,2,18
817965,13930,14908,UA,21,5,-6,7
818018,14908,13930,UA,25,2,282,278
818091,13930,14908,UA,25,2,30,54
818301,14908,13930,UA,25,2,25,24
818350,14908,13930,UA,25,2,165,174
818777,13930,14908,UA,21,5,14,15
818927,14908,13930,UA,21,5,6,51
818972,13930,14307,UA,21,5,96,95
819145,13930,14908,UA,21,5,184,188
819166,14307,13930,UA,21,5,86,92
819206,13930,14908,UA,21,5,3,7
819529,14908,13930,UA,20,4,1,-12
819618,14908,13930,UA,23,7,5,9
819632,13930,14908,UA,23,7,78,102
819904,14908,13930,UA,23,7,15,10
820042,13930,14908,UA,23,7,19,37
820579,13930,14908,UA,20,4,-4,-2
820602,14307,13930,UA,20,4,-7,-25
820643,13930,14908,UA,20,4,5,33
822032,14908,13930,UA,19,3,3,-5
822267,13930,14908,UA,19,3,22,19
822314,14908,13930,UA,20,4,-9,-31
822663,14908,13930,UA,19,3,43,27
822710,13930,14307,UA,19,3,-7,-4
822874,13930,14908,UA,19,3,-3,-7
822895,14307,13930,UA,19,3,-5,-11
822931,13930,14908,UA,19,3,-4,-13
823134,13930,14908,UA,19,3,-4,-3
823246,14908,13930,UA,18,2,4,-17
823294,14908,13930,UA,18,2,26,22
823643,14908,13930,UA,17,1,-6,-25
823688,13930,14307,UA,17,1,22,-3
823877,14908,13930,UA,20,4,5,-6
823981,13930,14908,UA,20,4,50,38
824139,13930,14908,UA,20,4,0,2
824303,13930,14908,UA,18,2,30,28
824325,14307,13930,UA,18,2,73,61
824365,13930,14908,UA,18,2,-3,14
824482,13930,14307,UA,18,2,92,70
824560,13930,14908,UA,18,2,7,4
824856,14908,13930,UA,18,2,24,3
824930,13930,14908,UA,18,2,-1,12
825363,14908,13930,UA,17,1,8,-9
825403,13930,14908,UA,17,1,-2,-13
825425,14307,13930,UA,17,1,-2,43
825466,13930,14908,UA,17,1,3,16
825675,13930,14908,UA,17,1,3,2
826080,14908,13930,UA,15,6,147,140
826116,13930,14908,UA,15,6,0,-15
826157,14908,13930,UA,15,6,-1,-25
826270,14307,13930,UA,15,6,-12,-26
826430,13930,14307,UA,15,6,0,-9
827008,13930,14908,UA,17,1,4,6
827189,14908,13930,UA,17,1,13,-22
827237,14908,13930,UA,17,1,15,-16
827572,14908,13930,UA,16,7,26,4
827743,13930,14908,UA,15,6,0,8
827759,13930,14908,UA,15,6,-4,8
827856,14908,13930,UA,15,6,222,190
828094,13930,14908,UA,14,5,58,65
828242,14908,13930,UA,14,5,-8,-22
828287,13930,14307,UA,14,5,-4,-2
828464,13930,14908,UA,14,5,-2,-5
828488,14307,13930,UA,14,5,-3,-20
828542,14908,13930,UA,19,3,14,-11
828567,14908,13930,UA,19,3,18,-14
828928,14908,13930,UA,18,2,60,37
829164,13930,14908,UA,16,7,20,17
829219,13930,14908,UA,16,7,-2,-11
829405,14908,13930,UA,16,7,2,-9
829646,13930,14908,UA,16,7,-1,1
829685,14908,13930,UA,16,7,13,-9
829821,13930,14908,UA,16,7,6,12
830247,14908,13930,UA,14,5,10,0
830510,13930,14908,UA,14,5,-6,-2
830530,14908,13930,UA,14,5,217,195
830554,14908,13930,UA,14,5,-1,-13
830942,13930,14908,UA,12,3,-2,-6
831231,14908,13930,UA,12,3,4,-13
831456,13930,14908,UA,12,3,0,0
831514,14908,13930,UA,12,3,19,65
831540,14908,13930,UA,12,3,10,-20
831701,14908,13930,UA,13,4,9,-2
831746,13930,14307,UA,13,4,0,16
831905,13930,14908,UA,13,4,-3,4
831930,14307,13930,UA,13,4,6,-4
831970,13930,14908,UA,13,4,125,120
832684,14908,13930,UA,11,2,-3,-5
832893,13930,14908,UA,11,2,-6,-4
832916,14307,13930,UA,11,2,6,16
832956,13930,14908,UA,11,2,-5,0
833073,13930,14307,UA,11,2,9,3
833151,13930,14908,UA,11,2,39,34
833199,13930,14908,UA,14,5,17,59
833249,14908,13930,UA,13,4,0,0
833349,13930,14908,UA,13,4,-2,-9
833506,13930,14908,UA,13,4,26,15
833528,14908,13930,UA,13,4,2,-12
833572,14908,13930,UA,13,4,10,-10
833917,14908,13930,UA,12,3,-10,-27
833962,13930,14307,UA,12,3,103,79
834131,13930,14908,UA,12,3,3,-3
834149,14307,13930,UA,12,3,0,0
834219,14908,13930,UA,11,2,1,-4
834291,13930,14908,UA,11,2,5,6
834504,14908,13930,UA,11,2,30,10
834550,14908,13930,UA,11,2,-2,-19
834724,14908,13930,UA,21,5,49,37
834748,14908,13930,UA,21,5,9,5
835132,14908,13930,UA,20,4,-6,-19
835177,13930,14307,UA,20,4,-2,-13
835485,14908,13930,UA,9,7,-10,-13
835694,13930,14908,UA,9,7,-2,-16
835749,13930,14908,UA,9,7,-1,-16
835942,14908,13930,UA,9,7,0,-12
836028,13930,14908,UA,9,7,10,0
836258,13930,14307,UA,8,6,-8,-13
836397,13930,14908,UA,10,1,-1,-1
836606,13930,14908,UA,10,1,-1,-14
836904,14908,13930,UA,10,1,2,11
837002,13930,14908,UA,10,1,4,-2
837182,14908,13930,UA,10,1,24,-2
837229,14908,13930,UA,10,1,2,-6
837317,14908,13930,UA,7,5,-3,-4
837361,13930,14307,UA,7,5,-1,-12
837535,13930,14908,UA,7,5,-6,-21
837558,14307,13930,UA,7,5,-10,-19
837596,13930,14908,UA,7,5,37,39
838018,14908,13930,UA,10,1,-5,-13
838065,13930,14307,UA,10,1,-8,-14
838229,13930,14908,UA,10,1,16,4
838252,14307,13930,UA,10,1,-8,-34
838293,14908,13930,UA,9,7,7,-9
838427,13930,14908,UA,9,7,-3,-21
838923,14908,13930,UA,8,6,-6,8
838958,13930,14908,UA,8,6,-1,-15
838998,14908,13930,UA,8,6,-5,-7
839110,14307,13930,UA,8,6,-15,-33
839290,13930,14908,UA,7,5,6,-6
839311,14908,13930,UA,7,5,30,25
839334,14908,13930,UA,7,5,33,23
839733,13930,14908,UA,8,6,52,26
839752,13930,14908,UA,8,6,1,-4
839853,14908,13930,UA,8,6,1,-7
840100,13930,14908,UA,7,5,0,-20
840566,14908,13930,UA,6,4,5,-7
840665,13930,14908,UA,6,4,7,4
840827,13930,14908,UA,6,4,31,23
840850,14908,13930,UA,6,4,7,5
840895,14908,13930,UA,6,4,60,36
842004,13930,14307,UA,6,4,-3,-14
842265,14908,13930,UA,6,4,-3,-17
842479,13930,14908,UA,6,4,31,6
842501,14307,13930,UA,6,4,-6,-13
842542,13930,14908,UA,6,4,-2,-11
843011,13930,14908,UA,4,2,-4,-24
843104,14908,13930,UA,4,2,-9,-35
843152,13930,14908,UA,4,2,-1,-5
843328,14307,13930,UA,4,2,-17,-14
843351,13930,14908,UA,4,2,-5,-29
843365,14908,13930,UA,4,2,49,29
843371,14908,13930,UA,4,2,-1,-21
843747,14908,13930,UA,7,5,4,3
843934,14908,13930,UA,5,3,-6,-20
843940,14908,13930,UA,5,3,3,-17
843976,13930,14908,UA,5,3,-4,-28
844086,14908,13930,UA,5,3,-4,-21
844139,14307,13930,UA,5,3,-5,-11
844160,13930,14908,UA,5,3,-5,-17
844322,13930,14307,UA,5,3,-5,-6
844335,14908,13930,UA,5,3,-11,-12
845065,13930,14307,UA,4,2,-2,-14
845111,13930,14908,UA,4,2,-1,-8
845271,14307,13930,UA,3,1,-7,-26
845300,13930,14908,UA,3,1,5,-13
845372,14908,13930,UA,3,1,62,38
845458,13930,14307,UA,3,1,-8,-22
845511,13930,14908,UA,3,1,5,-10
846135,14908,13930,UA,3,1,12,-4
846653,14908,13930,UA,4,2,10,-1
846865,13930,14908,UA,3,1,-3,-26
846967,14908,13930,UA,3,1,-14,-22
846976,14908,13930,UA,3,1,-8,-13
847015,13930,14908,UA,3,1,-2,-15
847313,13930,14908,UA,2,7,28,10
847395,14908,13930,UA,2,7,11,9
847466,14307,13930,UA,2,7,-6,-15
847554,13930,14908,UA,2,7,73,46
847577,13930,14908,UA,2,7,16,-13
847598,14307,13930,UA,2,7,136,122
847767,13930,14307,UA,2,7,145,140
847783,14908,13930,UA,2,7,84,78
848188,13930,14908,UA,2,7,14,-2
848340,14908,13930,UA,2,7,23,3
848490,14908,13930,UA,1,6,0,-29
848539,13930,14908,UA,1,6,0,-15
848581,13930,14908,UA,1,6,1,-31
848773,14908,13930,UA,1,6,2,-9
848895,13930,14307,UA,1,6,-5,-13
851487,13930,14908,UA,5,3,-6,-19
863441,13930,12478,9E,1,6,-1,-17
863442,13930,12478,9E,2,7,208,198
863443,13930,12478,9E,3,1,-3,-17
863444,13930,12478,9E,4,2,61,66
863445,13930,12478,9E,5,3,-2,-25
863446,13930,12478,9E,6,4,19,43
863447,13930,12478,9E,7,5,78,128
863448,13930,12478,9E,8,6,0,-4
863449,13930,12478,9E,9,7,334,317
866675,13930,12478,9E,10,1,89,98
866676,13930,12478,9E,11,2,83,113
866677,13930,12478,9E,12,3,-2,-18
866678,13930,12478,9E,13,4,0,0
866679,13930,12478,9E,14,5,18,24
866680,13930,12478,9E,15,6,-7,-30
866681,13930,12478,9E,16,7,-2,-26
866682,13930,12478,9E,17,1,-2,22
866683,13930,12478,9E,18,2,0,0
866684,13930,12478,9E,19,3,-2,-20
866685,13930,12478,9E,20,4,2,-11
866686,13930,12478,9E,21,5,83,121
866687,13930,12478,9E,22,6,17,20
866688,13930,12478,9E,23,7,5,31
866689,13930,12478,9E,24,1,0,0
866690,13930,12478,9E,25,2,122,117
866691,13930,12478,9E,26,3,91,155
866692,13930,12478,9E,27,4,0,0
866693,13930,12478,9E,28,5,131,137
866694,13930,12478,9E,29,6,150,163
866695,13930,12478,9E,30,7,0,0
866696,13930,12478,9E,1,6,-3,-11
866697,13930,12478,9E,2,7,148,138
866698,13930,12478,9E,3,1,-3,-21
866699,13930,12478,9E,4,2,-3,5
866700,13930,12478,9E,5,3,-3,-3
866701,13930,12478,9E,6,4,5,-21
866702,13930,12478,9E,7,5,115,126
866703,13930,12478,9E,8,6,0,16
866704,13930,12478,9E,9,7,-4,-2
866705,13930,12478,9E,10,1,166,169
866706,13930,12478,9E,11,2,109,82
866707,13930,12478,9E,12,3,-4,-30
866708,13930,12478,9E,13,4,54,63
866709,13930,12478,9E,14,5,-7,-25
866710,13930,12478,9E,15,6,-5,-24
866711,13930,12478,9E,16,7,0,-13
866712,13930,12478,9E,17,1,57,61
866713,13930,12478,9E,18,2,57,64
866714,13930,12478,9E,19,3,-6,-38
866715,13930,12478,9E,20,4,-1,-5
866716,13930,12478,9E,21,5,121,134
866717,13930,12478,9E,22,6,23,7
866718,13930,12478,9E,23,7,0,0
866719,13930,12478,9E,24,1,0,0
866720,13930,12478,9E,25,2,97,76
866721,13930,12478,9E,26,3,0,0
866722,13930,12478,9E,27,4,-5,26
866723,13930,12478,9E,28,5,30,74
866724,13930,12478,9E,29,6,21,4
866725,13930,12478,9E,30,7,13,27
866726,12478,13930,9E,1,6,-12,-30
866727,12478,13930,9E,2,7,-5,-24
866728,12478,13930,9E,3,1,181,160
866729,12478,13930,9E,4,2,-7,-22
866730,12478,13930,9E,5,3,2,-30
866731,12478,13930,9E,6,4,3,-3
866732,12478,13930,9E,7,5,-8,5
866733,12478,13930,9E,8,6,8,-18
866734,12478,13930,9E,9,7,44,19
866735,12478,13930,9E,10,1,-2,6
866736,12478,13930,9E,11,2,63,35
866737,12478,13930,9E,12,3,-11,-19
866738,12478,13930,9E,13,4,12,39
866739,12478,13930,9E,14,5,9,-6
866740,12478,13930,9E,15,6,-6,-16
866741,12478,13930,9E,16,7,4,-18
866742,12478,13930,9E,17,1,-2,-11
866743,12478,13930,9E,18,2,55,67
866744,12478,13930,9E,19,3,-5,-22
866745,12478,13930,9E,20,4,0,-24
866746,12478,13930,9E,21,5,-4,-23
866747,12478,13930,9E,22,6,-6,-23
866748,12478,13930,9E,23,7,-4,-34
866749,12478,13930,9E,24,1,-3,-21
866750,12478,13930,9E,25,2,-5,-7
866751,12478,13930,9E,26,3,0,0
866752,12478,13930,9E,27,4,37,26
866753,12478,13930,9E,28,5,8,3
866754,12478,13930,9E,29,6,-4,-19
866755,12478,13930,9E,30,7,144,125
866756,13930,12478,9E,1,6,10,43
866757,13930,12478,9E,2,7,96,99
866758,13930,12478,9E,3,1,44,26
866759,13930,12478,9E,4,2,36,19
866760,13930,12478,9E,5,3,3,-20
866761,13930,12478,9E,6,4,-7,-32
866762,13930,12478,9E,7,5,101,95
866763,13930,12478,9E,8,6,-7,-39
866764,13930,12478,9E,9,7,243,214
866765,13930,12478,9E,10,1,92,93
866766,13930,12478,9E,11,2,-2,-2
866767,13930,12478,9E,12,3,0,0
866768,13930,12478,9E,13,4,0,0
866769,13930,12478,9E,14,5,56,45
866770,13930,12478,9E,15,6,21,3
866771,13930,12478,9E,16,7,-4,-15
866772,13930,12478,9E,17,1,75,55
866773,13930,12478,9E,18,2,109,93
866774,13930,12478,9E,19,3,1,-6
866775,13930,12478,9E,20,4,5,11
866776,13930,12478,9E,21,5,59,54
866777,13930,12478,9E,22,6,-4,-9
866778,13930,12478,9E,23,7,18,39
866779,13930,12478,9E,24,1,0,0
866780,13930,12478,9E,25,2,41,76
866781,13930,12478,9E,26,3,136,137
866782,13930,12478,9E,27,4,0,0
866783,13930,12478,9E,28,5,57,70
866784,13930,12478,9E,29,6,107,111
866785,13930,12478,9E,30,7,0,0
866786,12478,13930,9E,1,6,34,27
866787,12478,13930,9E,2,7,0,0
866788,12478,13930,9E,3,1,37,45
866789,12478,13930,9E,4,2,45,38
866790,12478,13930,9E,5,3,27,-1
866791,12478,13930,9E,6,4,-1,-32
866792,12478,13930,9E,7,5,-4,-2
866793,12478,13930,9E,8,6,17,-5
866794,12478,13930,9E,9,7,136,132
866795,12478,13930,9E,10,1,110,100
866796,12478,13930,9E,11,2,12,-9
866797,12478,13930,9E,13,4,0,0
866798,12478,13930,9E,14,5,17,48
866799,12478,13930,9E,15,6,0,0
866800,12478,13930,9E,16,7,-2,-19
866801,12478,13930,9E,17,1,59,76
866802,12478,13930,9E,18,2,110,106
866803,12478,13930,9E,19,3,14,-3
866804,12478,13930,9E,20,4,-4,-32
866805,12478,13930,9E,21,5,43,54
866806,12478,13930,9E,22,6,5,-31
866807,12478,13930,9E,23,7,-4,-39
866808,12478,13930,9E,24,1,0,0
866809,12478,13930,9E,25,2,7,30
866810,12478,13930,9E,26,3,98,101
866811,12478,13930,9E,27,4,0,0
866812,12478,13930,9E,28,5,27,37
866813,12478,13930,9E,29,6,111,105
866814,12478,13930,9E,30,7,0,0
866815,12478,13930,9E,1,6,33,22
866816,12478,13930,9E,2,7,0,0
866817,12478,13930,9E,3,1,121,81
866818,12478,13930,9E,4,2,61,29
866819,12478,13930,9E,5,3,11,-3
866820,12478,13930,9E,6,4,31,41
866821,12478,13930,9E,7,5,132,134
866822,12478,13930,9E,8,6,43,16
866823,12478,13930,9E,9,7,-1,-2
866824,12478,13930,9E,10,1,183,195
866825,12478,13930,9E,11,2,-1,-18
866826,12478,13930,9E,12,3,168,197
866827,12478,13930,9E,13,4,13,14
866828,12478,13930,9E,14,5,-1,58
866829,12478,13930,9E,15,6,9,-4
866830,12478,13930,9E,16,7,29,41
866831,12478,13930,9E,17,1,116,138
866832,12478,13930,9E,18,2,0,0
866833,12478,13930,9E,19,3,73,33
866834,12478,13930,9E,20,4,-9,-35
866835,12478,13930,9E,21,5,18,13
866836,12478,13930,9E,22,6,12,-37
866837,12478,13930,9E,23,7,87,108
866838,12478,13930,9E,24,1,0,0
866839,12478,13930,9E,25,2,90,73
866840,12478,13930,9E,26,3,0,0
866841,12478,13930,9E,27,4,0,0
866842,12478,13930,9E,28,5,239,191
866843,12478,13930,9E,29,6,86,84
866844,12478,13930,9E,30,7,0,0
877467,14908,13930,AA,12,3,-2,-8
877468,14908,13930,AA,13,4,200,196
877469,14908,13930,AA,14,5,-4,-9
877470,14908,13930,AA,15,6,-2,-16
877471,14908,13930,AA,16,7,-7,-12
877472,14908,13930,AA,17,1,-10,-24
877473,14908,13930,AA,18,2,-2,39
877474,14908,13930,AA,19,3,-9,-25
877475,14908,13930,AA,20,4,-6,-22
877476,14908,13930,AA,21,5,-6,12
877477,14908,13930,AA,22,6,9,6
877478,14908,13930,AA,23,7,-6,5
877479,14908,13930,AA,24,1,-2,38
877480,14908,13930,AA,25,2,-7,-13
877481,14908,13930,AA,26,3,179,210
877482,14908,13930,AA,27,4,-6,3
877483,14908,13930,AA,28,5,-7,4
877484,14908,13930,AA,29,6,-4,35
877485,14908,13930,AA,30,7,-5,-1
881280,14570,13930,AA,12,3,2,-18
881281,14570,13930,AA,13,4,75,45
881282,14570,13930,AA,14,5,32,8
881283,14570,13930,AA,15,6,0,-10
881284,14570,13930,AA,16,7,-2,-28
881285,14570,13930,AA,17,1,-7,-26
881286,14570,13930,AA,18,2,12,2
881287,14570,13930,AA,19,3,-5,-25
881288,14570,13930,AA,20,4,3,-19
881289,14570,13930,AA,21,5,-5,-4
881290,14570,13930,AA,22,6,-4,8
881291,14570,13930,AA,23,7,-7,-10
881292,14570,13930,AA,24,1,49,39
881293,14570,13930,AA,25,2,49,28
881294,14570,13930,AA,26,3,156,143
881295,14570,13930,AA,27,4,87,68
881296,14570,13930,AA,28,5,169,181
881297,14570,13930,AA,29,6,60,49
881298,14570,13930,AA,30,7,12,0
887732,13930,14908,AA,1,6,6,-13
887733,13930,14908,AA,2,7,-3,-5
887734,13930,14908,AA,3,1,15,-14
887735,13930,14908,AA,4,2,-4,-5
887736,13930,14908,AA,5,3,-6,-20
887737,13930,14908,AA,6,4,-2,-40
887738,13930,14908,AA,7,5,-5,-42
887739,13930,14908,AA,8,6,-1,-44
887740,13930,14908,AA,9,7,8,-32
887741,13930,14908,AA,10,1,2,-25
887742,13930,14908,AA,11,2,2,-22
887743,13930,14908,AA,12,3,3,6
887744,13930,14908,AA,13,4,7,17
887745,13930,14908,AA,14,5,5,15
887746,13930,14908,AA,15,6,47,86
887747,13930,14908,AA,16,7,-1,7
887748,13930,14908,AA,17,1,23,9
887749,13930,14908,AA,18,2,21,37
887750,13930,14908,AA,19,3,-2,7
887751,13930,14908,AA,20,4,-5,-11
887752,13930,14908,AA,21,5,100,103
887753,13930,14908,AA,22,6,15,11
887754,13930,14908,AA,23,7,1,27
887755,13930,14908,AA,24,1,8,12
887756,13930,14908,AA,25,2,0,2
887757,13930,14908,AA,26,3,-2,-10
887758,13930,14908,AA,27,4,40,24
887759,13930,14908,AA,28,5,3,6
887760,13930,14908,AA,29,6,100,96
887761,13930,14908,AA,30,7,6,-13
888075,13930,14908,AA,2,7,1,-7
888076,13930,14908,AA,3,1,-3,-29
888077,13930,14908,AA,4,2,-4,-6
888078,13930,14908,AA,5,3,-6,-4
888079,13930,14908,AA,6,4,-7,-34
888080,13930,14908,AA,7,5,0,-18
888081,13930,14908,AA,9,7,-3,-40
888082,13930,14908,AA,10,1,31,13
888083,13930,14908,AA,11,2,-5,-25
888084,13930,14908,AA,12,3,-5,-9
888085,13930,14908,AA,13,4,0,11
888086,13930,14908,AA,14,5,-3,-2
888087,13930,14908,AA,16,7,-3,-5
888088,13930,14908,AA,17,1,0,-8
888089,13930,14908,AA,18,2,28,27
888090,13930,14908,AA,19,3,7,-4
888091,13930,14908,AA,20,4,-1,-15
888092,13930,14908,AA,21,5,2,3
888093,13930,14908,AA,23,7,-3,-1
888094,13930,14908,AA,24,1,-2,11
888095,13930,14908,AA,25,2,-4,-4
888096,13930,14908,AA,26,3,78,118
888097,13930,14908,AA,27,4,1,-24
888098,13930,14908,AA,28,5,36,23
888099,13930,14908,AA,30,7,3,-15
888360,14908,13930,AA,1,6,-11,-3
888361,14908,13930,AA,2,7,-4,-8
888362,14908,13930,AA,3,1,-8,-11
888363,14908,13930,AA,4,2,-12,-17
888364,14908,13930,AA,5,3,-6,-8
888365,14908,13930,AA,6,4,-8,-4
888366,14908,13930,AA,7,5,251,262
888367,14908,13930,AA,8,6,-9,-3
888368,14908,13930,AA,9,7,1,-10
888369,14908,13930,AA,10,1,-8,1
888370,14908,13930,AA,11,2,-12,-15
888371,14908,13930,AA,12,3,43,75
888372,14908,13930,AA,13,4,20,39
888373,14908,13930,AA,14,5,7,4
888374,14908,13930,AA,15,6,84,73
888375,14908,13930,AA,16,7,-2,-2
888376,14908,13930,AA,17,1,6,-2
888377,14908,13930,AA,18,2,36,32
888378,14908,13930,AA,19,3,5,7
888379,14908,13930,AA,20,4,-2,3
888380,14908,13930,AA,21,5,141,133
888381,14908,13930,AA,22,6,11,2
888382,14908,13930,AA,23,7,24,23
888383,14908,13930,AA,24,1,8,11
888384,14908,13930,AA,25,2,-3,-1
888385,14908,13930,AA,26,3,-5,8
888386,14908,13930,AA,27,4,24,23
888387,14908,13930,AA,28,5,7,11
888388,14908,13930,AA,29,6,88,108
888389,14908,13930,AA,30,7,-7,11
890459,14908,13930,AA,2,7,-7,-11
890460,14908,13930,AA,3,1,-3,-9
890461,14908,13930,AA,4,2,-5,-10
890462,14908,13930,AA,5,3,-2,1
890463,14908,13930,AA,6,4,-4,-24
890464,14908,13930,AA,7,5,301,299
890465,14908,13930,AA,9,7,-5,-11
890466,14908,13930,AA,10,1,5,-4
890467,14908,13930,AA,11,2,-5,-3
890468,14908,13930,AA,12,3,7,-9
890469,14908,13930,AA,13,4,14,5
890470,14908,13930,AA,14,5,-1,-9
890471,14908,13930,AA,16,7,-4,-24
890472,14908,13930,AA,17,1,0,-15
890473,14908,13930,AA,18,2,30,7
890474,14908,13930,AA,19,3,-2,-18
890475,14908,13930,AA,20,4,-2,-23
890476,14908,13930,AA,21,5,74,82
890477,14908,13930,AA,23,7,11,15
890478,14908,13930,AA,24,1,7,11
890479,14908,13930,AA,25,2,-4,16
890480,14908,13930,AA,26,3,138,144
890481,14908,13930,AA,28,5,35,64
890482,14908,13930,AA,30,7,-4,-10
893324,14570,13930,AA,1,6,-2,-25
893325,14570,13930,AA,2,7,67,59
893326,14570,13930,AA,3,1,0,-16
893327,14570,13930,AA,4,2,-4,-23
893328,14570,13930,AA,5,3,-2,-19
893329,14570,13930,AA,6,4,-8,-17
893330,14570,13930,AA,7,5,-1,65
893331,14570,13930,AA,8,6,-2,-21
893332,14570,13930,AA,9,7,-1,-17
893333,14570,13930,AA,10,1,-1,33
893334,14570,13930,AA,11,2,2,-8
894147,12478,13930,AA,1,6,182,147
894148,12478,13930,AA,2,7,43,28
894149,12478,13930,AA,3,1,-1,-23
894150,12478,13930,AA,4,2,-4,-45
894151,12478,13930,AA,5,3,-3,-33
894152,12478,13930,AA,6,4,-1,-30
894153,12478,13930,AA,7,5,10,-11
894154,12478,13930,AA,8,6,9,-27
894155,12478,13930,AA,9,7,0,-1
894156,12478,13930,AA,10,1,-1,-43
894157,12478,13930,AA,11,2,29,-8
894510,13930,14570,AA,1,6,7,29
894511,13930,14570,AA,2,7,-2,-2
894512,13930,14570,AA,3,1,-2,-9
894513,13930,14570,AA,4,2,0,12
894514,13930,14570,AA,5,3,0,-14
894515,13930,14570,AA,6,4,9,3
894516,13930,14570,AA,7,5,-3,-25
894517,13930,14570,AA,8,6,-4,-25
894518,13930,14570,AA,9,7,39,20
894519,13930,14570,AA,10,1,-2,-9
894520,13930,14570,AA,11,2,2,-9
894521,13930,14570,AA,12,3,106,120
894522,13930,14570,AA,13,4,8,16
894523,13930,14570,AA,14,5,-1,16
894524,13930,14570,AA,15,6,-5,4
894525,13930,14570,AA,16,7,2,6
894526,13930,14570,AA,17,1,5,23
894527,13930,14570,AA,18,2,11,5
894528,13930,14570,AA,19,3,9,5
894529,13930,14570,AA,20,4,-2,8
894530,13930,14570,AA,21,5,51,60
894531,13930,14570,AA,22,6,-2,-9
894532,13930,14570,AA,23,7,81,117
894533,13930,14570,AA,24,1,51,108
894534,13930,14570,AA,25,2,35,56
894535,13930,14570,AA,26,3,149,140
894536,13930,14570,AA,27,4,193,186
894537,13930,14570,AA,28,5,106,132
894538,13930,14570,AA,29,6,75,68
894539,13930,14570,AA,30,7,10,-1
899260,12478,13930,AA,13,4,51,21
899261,12478,13930,AA,14,5,5,6
899262,12478,13930,AA,15,6,46,-2
899263,12478,13930,AA,16,7,-2,-13
899264,12478,13930,AA,17,1,84,80
899265,12478,13930,AA,18,2,22,12
899266,12478,13930,AA,19,3,23,-2
899267,12478,13930,AA,20,4,10,-20
899268,12478,13930,AA,21,5,110,63
899269,12478,13930,AA,22,6,-2,-36
899270,12478,13930,AA,23,7,106,87
899271,12478,13930,AA,24,1,95,76
899272,12478,13930,AA,25,2,85,72
899273,12478,13930,AA,26,3,85,75
899274,12478,13930,AA,27,4,84,100
899275,12478,13930,AA,28,5,24,20
899276,12478,13930,AA,29,6,8,-17
899277,12478,13930,AA,30,7,245,225
901914,13930,14908,AA,1,6,18,44
901915,13930,14908,AA,2,7,0,-4
901916,13930,14908,AA,3,1,-2,-23
901917,13930,14908,AA,4,2,-3,-15
901918,13930,14908,AA,5,3,-3,-15
901919,13930,14908,AA,6,4,4,-12
901920,13930,14908,AA,7,5,-5,-27
901921,13930,14908,AA,8,6,-5,-20
901922,13930,14908,AA,9,7,0,-25
901923,13930,14908,AA,10,1,-3,-7
901924,13930,14908,AA,11,2,-7,-30
901925,13930,14908,AA,13,4,-2,-6
901926,13930,14908,AA,14,5,10,45
901927,13930,14908,AA,15,6,8,23
901928,13930,14908,AA,16,7,1,7
